Reviewer_Score,Review
0,hotel cancelled fully paid reservation overbooked told lie reason behind heated exchange reluctantly instate booking room need refurb location well suited need 
0,surly unfriendly staff room badly need refurbishing air conditioning work could clear bath could go location 
0,team customer service deal customer care satisfaction bad service even good thing like 
0,first room went reject due mould dirty bathroom second room hot heating constantly could regulate radiator valve overall room looked shabby unclean staff pleasant enough hotel good location 
0,asked clean towel got room cleaned liked variety breakfast staff 
0,hotel europe visited without wifi room restaurant staff inattentive 
0,dinner indian restaurant site finished mouse ran across restaurant floor also ant teat coffee set room 
0,room far hot window sealed shut air conditioning old get cool 
0,keine klimaanlage 
0,reception foyer quite small enough seating area lift v slow understand swimming lesson taking place advertisment bed perfect breakfast untill great selection staff lovely 
0,poor breakfast put blue cheese best quality one day never old furniture clean friendly nice receptionist 
0,service terrible 
0,booking com wrong room advertised penthouse suite actual room disappointing blame staff reception helpful mix house keeping average prepared long wait breakfast morning hotel concerned money customer photo shown room time booking next photo actual room spending pound night happy hotel say nothing image shown room yet image copyrighted per website happening long time believe happy keep happening booked arrived late money paid going attitude location great honest hill 
0,room underground noise room whole night receptionist nice 
0,hotel filthy stayed overall night coffee poured room first day check still sitting room day later cleaned complaining manager promised increased diligence taken following day cleaning guess found room next evening cup coffee happened additional time short night stay carpet filthy hair previous guest presume room small particularly targeting customer coming shop barely enough room place bag still manage manoever around room however small room manageable cleanliness amount money paid non negotiable picked bite leg easy attribute level unhygienic room hotel good location particularly overseas client coming shopping general business london 
0,worst hotel visited recommended sorry 
0,let face five star hotel room small bathroom shabby first room stayed extremely noisy even switched air conditioning dirty window facing wall second room tv set working properly several request fixed though value one get decent star hotel better located nicer staff nice gave birthday card cupcake find birthday change noisy room quiet one also problem well fixing tv set remote control 
0,traffic noise air con heating unit noisy location close railway station 
0,money disaperd room 
0,made prepay whole stay 
0,everything nothing 
0,strange smell room especially bathroom open lift order time key room blocked time leave room hotel need total renovation 
0,selected smoking room given one apperently booking made allowed one pay pound wanted smoking room wernt allowed smoking room give option book 
0,wayof tacking staff problem ac cold room booking location hotel 
0,previous reviewer paid hotel review deceiving review poor value money hotel barely star service truly appalling better option nearby 
0,mold bathroom noise street breakfast welcome drink attentive staff 
0,staff morning alright staff night check partially helpful main issue bed uncomfortable good want sleep hotel room rubbish bin emptied contained still rubbish previous guest completely overpriced quality get location good central close train station 
0,hotel staff available check went room find auto key card working went back reception one help waited minute given new key card enter room someone asleep room went reception told hat happened thought could get worse room paper wall u hear next door guest going bathroom talking fact like room make matter worse ohh yes get worse room door fit correctly rattle someone walk past room open room door hardly slept never use chain hotel nice modern room rest hotel room poor 
0,hotel well maintained looked old staff smiling last day room cleaned 
0,noisy didnt sleep first night due sound railway every minute bed uncomfortable bed ever slept overly priced room breakfast parking also free wifi lobby area pretty disgusting age stay view building site across dockland water pound breakfast croissant cereal fruit neither beautiful delicious try carluccios docklands min walk far superior breakfast nice surroundings le hotel breakfast excellent location arena docklands complex 
0,room laterally cage super hot inside open window sleep room put stuff nothing 
0,staff 
0,breakfast real service variety breakfast poor people smoking breakfast area near child must beautiful hotel year ago 
0,internet good hotel 
0,hair dryer used soup bath room near museum 
0,hotel hot air conditioning meant window open onto noisy street also fridge full breakfast incredibly expensive 
0,staff reception new staff minute waite cleaning room vary bad location hotel 
0,internet free charge lot money carpet rugged hotel look like b b rather good hotel room small cramped even enough space walk around toilet really small nothing 
0,horrible hotel total waste money 
0,size room small nothing compare photo location excellent 
0,aircon didnt work instead blowing warm air window could opened nightmare sleep slowly cooking overheated room 
0,accommodation room clean insufficient information reach hotel location hotel easily accessible public transport problem equipment shower leak hot almost boiling water security issue night door room opened another person information shuttle service central railway station false delicious breakfast staff nice ready help 
0,location good horrible bed 
0,living past reputation tired bedroom dated scuffed furniture bathroom old cigarette burn mark towel rail disintegrated due shoddy repair extraordinarily hotel put please service room sign door wont done discovered returned late evening non serviced room much overpriced essentially bed breakfast location excellent purpose 
0,air con work paid three bed got one double worst fold bed ever even made came pull dirty breakfast room hot dingy food great staff never communicated communal garden bin bag rubbish look like abandoned liked leaving hotel shower powerful 
0,small space picture show small room noise really noisy especially room near elevator 
0,bar breakfast staff communicate well general lack understanding ordered anything question quirky hotel reception staff nice friendly 
0,despite trying change booking minute wrong booking date chosen sure random date would move date refund money awful customer service nothing get go reason booking went wrong date despite contacting within minute refused change reservation correct date lost money awful 
0,low quality breakfast weak wifi signal expensive 
0,fantastic hotel great location 
0,staff clear enough austria trend doppio least offer breakfast 
0,every thing nothing 
0,booked jr suit breakfast free still demanded omelet unacceptable 
0,staff rude water advised would get discount call head office advise want money back advised would get cal within hour received cal 
0,room dark bathroom good 
0,compelled pay stuff mini bar never consumed ridiculous know check bank account cannot believe happened think dishonest hotel experienced 
0,smell poor cleanliness faded room rubbish breakfst nothing 
0,comfort expensive 
0,hated staff rude polite also one day saw janitor changing bed sheet used one another room location hotel 
0,smokey room tired decor 
0,location 
0,majority staff needed smile realise paid serve look customer chair table breakfast dirty pool sauna ridiculously small scrambled egg breakfast dry beyond belief room small people spent night falling suitcase laugh husband asked ironing board filled room painting decorating including sanding happening right outside bedroom paint smell noisy cleaner around time think bathroom half decent 
0,card smart tried severals time asked staff manager help u sooooo bad attitude said show open door like stupid amazing happened room actually arranged guest still focusing opening door pride opened door guest room explained time still impatient finally realised mistake gave u worst experience booking terrible staff good btw bike stolen front hotel meter far soooooooo bad feeling disappoint good luck guy 
0,hot water day television work informed front desk problem said checking day early said ok could nothing refunding day would booked booking com left anyways two day row taking cold shower going stretch third day next train station 
0,facility worn housekeeping worth star restaurant 
0,hotel old location 
0,bed soft small service breakfast bad location great nearby metro la fayette 
0,room clean small person parking expensive bathroom collapse nothing 
0,room looked nothing like picture fact complete fabrication close main square looked online even receptionist said look different online hotel basically estate great definatly lie hotel caused horrible trip fact meat option breakfast instead typical port sausage 
0,first entire floor smelled like weed entire time stay dont know someone smoking ok thing sencond supposedly pet friendly hotel took dog usually business outside unfortunately stay wasnt feeling well first day peed bathrom cleaned also called cleaning lady disinfect small bathroom floor tiped two day later drank orange juice minibar started get nausea chill went hispital hour therefore take dog left room toy food water dog pooped bathroom towel charged euro also took liberty take photo room tootal violation privacy room also dog thing needle mention theifs dont give change back value city tax please law basically avoid going becouse sure find smth take warranty money away also dont go want overcharged weed smelling small cubicle according cleaning staff change sheet every day really unprofessional still owe change first payment hotel recepsion lady refused give thing worth location 
0,star property even q tip ask slipper robe provided room small enough hanger first two bottle water even free paid exterior building look like luxury boutique hotel provide basic lift broken twice within one week staff even inform u bed comfortable washroom big 
0,arrived check go away come back time could get room ready receptionist disputed fact paid arriving despite showing lot proof apologise later got wrong nowhere near enough milk sugar tea coffee powdered creamer room serviced whole trip wet towel last night sat tea coffee left robe towel tiny big enough bath towel adult location excellent 
0,bar stale smell lift small clostraphobic room small building work next door started early noisy helpful pleasant staff 
0,room tiny even move open luggage way hot room way regulate temperature lightning room use flashlight phone read book clean way expensive get breakfast good close central station 
0,service bad night manager particular 
0,dirty room small room bad room service location 
0,see nothing traveling grandson shower middle room definately suck thought honeymoon suite romantic getaway like much hotel middle industrial area way town 
0,change room carpet filthy change another room carpet also stained whole room appear tired dated clean sheet also stain service lacked real enthusiasm long wait check would recommend hotel location food 
0,expensive got room biggest sat right next buffet bar breakfast worth guest banging chair walking table asked pot tea location 
0,look fancy outside old worn inside typical london mid level hotel high price fall brand 
0,wifi connection little annoying signal strong password always wrong think router something wrong even rebooted still disconnected two cell phone kept trying hour problem weird actually 
0,room smelly sored eye daughter allergic morning 
0,room standard dated room warm location 
0,room nothing like image v small cramped family accommodation bed settee child uncomfortable slept floor went breakfast nobody greet wondered breakfast area got shouted member staff come room lack food prepared wait considerable amount time food brought toaster domestic one seen better day basically took eternity toast bread gave poor quality priced good thing pleasant receptionist arrived 
0,staff friendly tried charge u price given booking com premium room size shoe box toilet kept running flushing left one night 
0,facility money value paying breakfast poor water room mini bar 
0,hotel clerk check invoicement traveler accout credit card cash etc reservation deposit 
0,terrible staff attitude noisy hotel worth paying extra stay elsewhere 
0,photo totally different worst accommodation ever old towel bed clean ac switch automatically night food bad rude staff nothing 
0,hotel updated renovation one elevator worked change sheet would delighted contactedi would happy come back 
0,front desk staff nothing 
0,gasked per minute rate phone call prague cz mobile died employee unable confirm minute rate however staff member stated cost per minute prague would expensive made seven minute call extortionate charge euro call within euro eu zone stated told would expensive told euro minute call expensive shrug shoulder staff member staff member got defensive saying youare blaming stated firstly cannot give confirmed rate secondly told would expensive staff still unable confirm minute rate charged charge documented anywhere premise strangly hotel paid euro con happy raise dispute credit card provider return united kingdom ridiculous charge phone call give low rating 
0,bed worn comfortable staff stretched breakfast lack table meant quite wait sausage breakfast nice 
0,soaking carpet smell damp location 
0,standard room tiny bed take space room luggage anything else large bug bathroom window insulation poor cover pillow sound proofing room non existent room keeping banging door along corridor every morning utter nightmare apart location worth money location 
0,could lay breakfast table properly teaspoon side plate order incomplete 
0,staff best state hotel leaf much desire whole place need renovation carpet curtain cushion chair couch stained dirty smelly heating work bathroom bad shape tv channel partially available room business hotel expecting accommodate international guest absolutely good enough price room night compared service bed hygiene quality food location safe non existing minibar non working phone unable call room service reception go lobby request toiletry replenished pick bottle water unacceptable noted staff tried hard get thing right management owner booking com blame state offer 
0,arriving overnight flight find room arranged available even long email exchange matter meaning staff member sleep together even though inappropriate cot would fit still charged upgrade sink clogged temperature control effect also suspicious bug bite night showed staff asked email follow never heard anything nothing 
0,regular customer since worst stay room old ripped furniture clogged sink broken toilet seat slipper provided trash drawer list go floor kept traditional valid reason accept awful room really disappointed thing standing comfortable bed 
0,extremely small room friendly staff marius administrator rude 
0,expect personnel except concierge smile helpful bathroom tiny noise underground ensures fall asleep midnight wake hour later managed change bedroom long negotiation hotel soul nothing report 
0,problem beggining hotel called artoval said problem tell arrive receptionist tried convince booked two room two people booked whole trip time three people three verona bologna zurich suddenlu two milan first night hotel staff woked mother night cause ordered wake surely mistake called arrival know many people get train charged extra person every request met bery strange way surely friendly heared happened room also told use paid high speed internet connection ever already used free wifi hotel ot unpleasant experience recomend hotel anyone 
0,cleanliness room get point shower sink connected one used toilet resulting bad smell manually cover sink tea cup spray room small width bed foot touching side wall head close wall tall vent bathroom loud bed fine breakfast 
0,initially booked night got wallet phone cash bank card stolen night believe drugged someone hipnotic entire night blank still blackout next afternoon police took back hotel missed flight condition travel asked stay little longer hotel insisted rang wife home got email copy passport copy credit card etc going throw street penniless registered disabled way difficulty moving arm holding thing walking yard due operation next week try reduce pain people assume wrongly alcohol drug related hotel repeatedly told wife theft problem lady called helen made clear would thrown working day wife tear one ocassion recommend hotel anyone addition design terribble nowhere condensation shower etc go everything always wet water kettle laptop mouse always cold heating work breakfast expensive poor quality look nice outside reception staff nice elizabeth grey haired gentleman night shift handy kfc burger king road 
0,give u much needed late check room dining microwaveable food even return dish still cold middle gave u hard time every time ask something almost everything unavailable toiletry minimal scarce high bill paid complete rip say lightly relais christine stand slh standard quiet 
0,really unhappy hotel choice old need refurbishment poor breakfast small room value money one reception staff friendly never location good 
0,bad service room water towel clean bed sheet first time regulat 
0,value four star applicable location city centre 
0,elevator order hour carrying luggage small staircase passage hard single glazing bad ventilation made room temperature volatile airconditioning compensate shower room far small even slim sized couple good location 
0,worst room service food ever prison imagine similar construction going day long staff unapologetic willing move room tiny room remote functional bedding washed many time pilling felt like sandpaper near high street kensignton tube station 
0,bar restaurant closed colour 
0,everything old hot water bad wifi whole hotel old bad condition cant star hotel star location old hotel dont try 
0,poor maintenance stayed madrid malaga coming barcelona expensive amongst hotel booked superior room terrace private pool superior triple room kid filter working pool dirty water shower leaking bedroom kid room large spacious stinking cigarette despite non smoking room shift standard room getting refund hotel challenge sadly could find hotel paid room upon check otherwise would changed hotel reception staff quite decent allocated u best room cleaning staff job busy hotel lot people checking service need substantial improvement location average property look better website actual 
0,staff completely unhelpful give single piece correct information really rude bill clear charging 
0,terrible level service air conditioning working poor service unfriendly staff blocked toilet etc chase staff get basic done like cleaning room plumbing etc management singaporean company obvoioulsy paying attention customer service location 
0,part decor poor cleaning facility mediocre staff treatment location clean bathroom 
0,tiny room dirty surly unhelpful staff poor breakfast shall go little location 
0,room service temperararely unavailable disappointing partner wanted get breakfast bed birthday mo day instead pay balloon bottle champagne 
0,room dated nothing special staff welcoming chino latino resteraunt best resteraunt ever 
0,everything could better never go small dirty room towel bad dirty bathroom whit used shampoo horrible experience 
0,smelly bathroom poor sun light much noise location 
0,noise corridor fact someone twice room morning im sleeping 
0,lift working toilet blockage hilton hotel poor hotel staff good 
0,nice area little le business related 
0,put u different hotel without facility booked expected never got beyond reception cannot review shaftsbury suite moved u without giving u option supposed upgrade booked club room kitchenette wanted picnic seemed perfect solution need room given different hotel basic fridge even work told happy accommodation wanted room hotel booked already filled people stuck got location good event hyde park 
0,air conditioning unable open window enough get cool air although reception area cooled guest room like oven many guest irate good location 
0,crowded condition overworked staff close proximity public transport 
0,breakfast good especially since pay extra worth far center exception friendly receptionist saw briefly everyone else rude 
0,like way dealt wife kid booked two room u via booking com however second room booked arrive later way arrived refused one adult wife kid stay one room wife told booked second room later arrive way understand point enforcement second room like rate give almost double form booking pound per night one room room tiny small noisy sound ac like turbine really found bad wife alone arrived late tired enforce take room high price although staying almost night one room night second room location good 
0,couple people speaks good english worker foreigner bad english elevator key dont work properly everything expensive reason supposed star hotel max star bed comfortable wrote sqm room max etc etc wasted money big disappointment radisson blue name never ever chance cancel would cancel already payed stay location 
0,room tiny complaining moved larger room directly bar squeaky sign hanging outside window first room remote tv second room far away tv work first room faulty shower lighting system second bathroom big echoed would stay never would rather stay tent wimbledon common one best thing place leave building finding way back reception 
0,bad slept light go back second night nothing 
0,euro uncomfortable single room narrow issue light like tube good breakfast rather acceptable 
0,awful room awful service front desk begin explain poor hotel stayed better hotel ibis location 
0,noisy throughout night guest hotel staff zero solve problem location 
0,dirty carpet cobweb ceiling electricity cut room bit asked housekeeping clean cobweb nobody came bed housekeeping cleaning room 
0,everything zero 
0,room cramped noisy lot 
0,pool time limit family advised beforehand therefore could use pool pm child price drink bar extortionate service charge added bill space left gratuity cheeky staff breakfast helpful food good 
0,everything bed room service even donot provide water suite booked siperior room location 
0,everything truly awful hotel never stay avoid cost plenty nicer hotel choose london nothing vile rude staff loud room never 
0,facility first time experienced almost electricity hotel poor front desk asked happened electricity location 
0,thin wall cramped cold also inconsiderate cleaner location 
0,tea making facility available room coffee lobby small room warm extremely cold vienna odd set based floor go several locked door get reception breakfast area lot choice breakfast hot meal warm day breakfast area cramped comfortable bed quiet hotel friendly polite staff 
0,everything else old tired hotel food quality extremely poor breakfast bad even though included within night stayed ate two bad location bad 
0,breakfast room like school canteen noisy messy packed food took age replenished run certainly relaxing start day coach load school child staying floor thought fun run corridor banging others door midnight finally complained great early flight next day slept night wake refreshed bed weirdly uncomfortable one flat pillow help minute walk metro fine daylight hour suspect slightly dodgy dark walk take past derelict multi storey car park building shower drain away soon standing paddling pool water careful flood bathroom one cheaper hotel milan booked junior suite good size u teenager big car park back step leading hotel handy would liked ramp heavy suitcase though part hotel used modern comfortable way 
0,staff friendly rude room poor condition kattles room meant star waste nothing 
0,mattress extremely uncomfortable got hardly sleep night location good 
0,room dirty location terrible breakfast terrible everything expect star guess price cannot get better value though fare low nice staff 
0,charged still trying find money past week 
0,four star hotel found utterly unbeliavable double room made triple room three time ask extra pillow wall marked carpet many stain like nineteen eighty room complained told receptionist apprentice nice experience 
0,service good location good 
0,arrived st vienna soo tierd hotel get room one worked making fun u withy kid slept reception respect room good service poooooor hotel location great 
0,paid site upgrade ground floor next busy street loud foot auto traffic cheap 
0,room air conditioning temperature unbearable 
0,charging card without notice 
0,absolutely hated hotel filthy far expensive get really worst hotel ever stayed disappointed booking com gave rating think people living permanently left water fridge 
0,hotel look like like former residential apartment block located way far away city center strong unpleasant smell room staff friendly 
0,room small placed lower ground floor view could told u poor way end week european vacation picturing web deceiving 
0,dirty bedsheets cleaned found piece sweet hair bed noisy wall thin hear people step toilet etc super small toilet bad water pressure good location 
0,nothing 
0,reception staff really bad attitude believe star hotel even worse express inn really far underground station wi fi 
0,air conditioning joke shower hot water 
0,room extremely small bed uncomfortable room small window 
0,shower leaked covered ceiling bathroom water shower plumbed wrong hot cold water opposite way round toilet roll holder hanging wall bathroom light switch located outside room corridor room fourth floor took attempt reception get key work breakfast awful requested twin room double sheet dirty floor cleaned recommended bed comfortable 
0,xmas party till without prior warning floor despite requesting higher room much noise road street night room comfortable breakfast fine 
0,everything 
0,persistent water leak next shower glass curtain bathroom floor water left daily floor housekeeping returned room pm found toilet flush constantly pouring heavy water toilet since cleaned housekeeping flush handle actuator defecting call technician came around pm handle bathroom door loose keep falling minibar refrigerator working first hour discovered form hotel technician already disconnected electrical supply towel number insufficient tea coffee tray tea cup location 
0,canary wharf area room condition poor enjoy room 
0,disappointed hotel overall lack decent restaurant bar breakfast good hotel felt cramped excluding room pool may well existed worst thing though location hotel least transport nothing part city could far better elsewhere poor facility mean deserve star rating opinion chair around pool sun barely reached due height surrounding building small swimming room good exception tv unduly small hotel day bathroom shower good spacious well laid 
0,check time pm arrived told room ready returning queue guest wanted check time ridiculous room extremely small booking process originally stated garden view later disappeared room course located small extremely narrow street light noisy people even turn air condition still loud noise room ear plug recommended ridiculously overpriced central location 
0,pre authorisation payment taken told staff much told bank take several day park plaza refund account fall honey trap manager assured would look peanut bath good size booked room carpet part missing say disabled room standard appauling luckily disabled 
0,ask deposit everything surely 
0,room looked liked bathroom horrible low water pressure 
0,staff reception extremely rude wi fi connection terrible location hotel complicated district milano come room condition bed terrible hair dryer working bathroom small uncomfortable like anything 
0,service staff dreadful room ok 
0,poor cleanliness facility around hotel restaurant except inhouse bar floor smelling sea food say ramada apollo centre misleading nowhere around centre amsterdam overall bad experience nothing around hotel take tram cleanliness bad nobody cleaned toilet tea properly polite day pricy location 
0,long list everything awful 
0,cold bedroom basement heating turned wife cold night extremely uncomfortable bed poor pillow dirty blanket 
0,worth money rubbish hotel 
0,found hotel extremely overpriced dated shabby premier inn far better value money hotel entrance wheelchair accessible disappointing novotel 
0,old furniture facility ac buffet staff friendly location 
0,fact stated pool heated fact room said sound proof yet every little noise corridor room could heard cleanliness hotel 
0,stayed hotel last minute decision extend stay barcleona hotel star first room gave u smelly hairdryer working asked change room next one still good facility poor room dirty bathroom mould shower towel dirty brown black mark asked reception get new towel got new one following day got dirty one area nice old smelly recommended 
0,service rubbish room small towel location 
0,hotel pre authorised bank account reserving first night stay booking room explain one imagine expensive city euro access basically spending money reversal deposit apology mix attempt help manager available waited minute talk someone basically could help passed onto someone else would definitely email help email phoned complain manager available talk asked ring back back home still awaiting reversal secured payment three day later travelled world business never experienced incompetence hotel promising weekend dam ruined hotel mistake nothing resolve nothing complete non committal help problem quite frankly disgusting 
0,stocked mini bar smelly small room old hotel cleaned well bad hostel brand name 
0,poor reservation system nothing like 
0,hot room poor water pressure view ridiculously expensive breakfast 
0,big difference price booked internet rate day close tube 
0,deluxe room spacious deluxe room highly overrated bathroom clean arrival hotel heading towards star rating nice kingsize bed wifi parking 
0,pillow bad location correspond price wifi si great 
0,wait min breakfast fifty quid 
0,one cleaned room bed made plate left room one came pick waste bin empty bad staff nothing liked hotel 
0,window broken cold room took two day get fixed meanwhile ac continuously blowing cold air put extra layer survive night housekeeping start knocking door impossible sleep noise housekeeping bucket vacuum cleaner kept alley like installation piece cozy double feel like tiny single space bed wall cm wonder hotel got star felt like hostel location good 
0,hallway carpet smelled dusty extracter fan bathroom didnt work requested triple room given double another bed fitted uncomfortable best experience considering hilton hotel normally much better breakfast good variety 
0,booking hotel make difficult book company card asked provide whole host private information sent fulfill wish pay card charged traveller instead asked little acknowledgement inconvenience caused finally responded barely apologised signed barest response expensive place stay considering fallow customer service experience disappointed sadly common place location 
0,curtain broken room would close properly ring luggage room full english breakfast included price went restaurant sunday morning lady member staff told u booked paid breakfast want wait somewhere quiet felt embarrassed front everyone one restaurant showed booking said still u booked everyone else escorted table u eventually get breakfast without apology embarrassment caused u special stay celebrating husband birthday recommending hotel staying location think star 
0,far city wifi 
0,never go hotel night shift staff terrible especially one particular young man one young lady pretended manager young man purpose assisting young man forcing prepay cost intended whole stay checked provided credit card guaranty required check staff first night young man two consecutive night bugged full prepayment claiming check staff wrong must prepayment asked get manager calling leaving note confirmation rule never confirmation young man assisted young lady finally succeeded getting prepayment withholding doorkey threatening addtional charge ridiculous claim menacing calling police defeating good impression could hotel realized young man scolded tour guide bad service group night arrival 
0,room phone operating outside call isolation convenient room cold complimentary bottle water previously opened 
0,pay wifi day age also booking would fact blame booking com delayed unnecessarily location 
0,bar staff rude helpful slightest room service appalling asked two different item hour food menu limited food menu sandwich come packet plate provided recommend staying cooky arrival 
0,value money low location great 
0,pleasant experience 
0,room tired expensive comfortable dinner great 
0,bad internet signal tight breakfast room shared reception hall internal connection room breakfast room reception recepcionist front door reduced staff spite helpful time spaced room bathroom good heating big bed 
0,room bland superior room upgraded looked wish kept original better view outside ive stayed couple hotel amsterdam expected little class star big window looking square coffee machine 
0,size room like cheep cheerful superior booked could found another would moved hotel position hotel 
0,room tiny terrible mildew wall wifi router floor next bed water ran half way shower water booked night first night checked morning never go back 
0,room service bad room service 
0,small room clean old bad smell location 
0,staff reception rude smell lobby bar cafe cleanliness general high standard information travel around milan location breakfast room size facility although basic 
0,staff 
0,room like picture shown internet room small basic location 
0,facility worn housekeeping worth star restaurant 
0,stain table floor long hair bed mine bit run 
0,staff could friendly helpful reception area looked lot bigger picture location good 
0,gave u smallest room shown floor map behind door club room manager asked upgrade stuffy room c working asked u want fixed supposed check ready room professional check ac tell room ready manager trying convince u club room never recommend hotel even whole chain anyone worth money 
0,carpet dirty black bed wheel move easily safe work fridge cabinet matelat flat left bed really star hotel expensive price euro location hotel really good price breakfast ok 
0,clean entered room saw one glass like someone already used left room room pretty dirty never go back 
0,bed mattress sagging old poor lighting toilet mirror made difficult shaving ltd wardrobe steam iron coffee machine besides small room price recommend hotel staff location 
0,everything apart location grumpy staff lost luggage tv sliding test cupboard watch co power lead short harrumph x nothing 
0,service room space 
0,bad smell room small bed room old hotel dirty towel bedsheets bad customer service recommend anyone stay location 
0,breakfast luke warm carvery cold veg beef fatty raw room service soup cold queued breakfast whilst executive section empty location 
0,faulty fire alarm went management even care apologize said well luckily work case real fire rude terrible housekeeping definitely clean room dusty faint smell replenishing toilet paper second day small cramped room like picture shown booked late slow breakfast service start person working broken coffee machine day expensive value money definitely recommend stay walking distance museum district item room fridge beer cola water 
0,no cobraron por un upgrade que era tal 
0,many room need serious renovation star quality 
0,room service lobby 
0,room awful absolutely stunk cigarette smoke pay use wifi joke paying much stay think service standard hilton hotel stayed many world 
0,long check timing minute stain carpet extremely noisy room bad service bad experience 
0,charged double room reason ended taking pound account long phone call refunded money took working day strange tried friend luckily enough money take careful 
0,staff arrogant room clean small breakfast ok 
0,family room renovated small dark dingy asked moved spent taxi come back said room moved friend stayed hotel closer much nicer family room 
0,double bed single bed combined uncomfortable room small noisy staff unprofessional asked irrelevant question nationality check picked call middle check clean bathroom close metro station 
0,wifi signal poor staircase hotel filthy full cigaret buts carpet floor badly stained male staff member duty around monday rude dubble bed family room 
0,sure spanish hotel rating provided hotel star best furnishing worn carpet room wooden floor well worn requires polarising bring decent standard toilet seat broken shower drainage blocked shover poodle dirty water reported staff got plumber problem persisted throughout stay glad leave day stay ac centrally controlled mean presently option room heating could turn get pretty warm night option open window another thing beware hotel charge card full amount booking com cannot modify cancel booking lose full amount paid practically locked booking although might say reserve tiny blueprint clearly state case oversight part booking booking com state reserve allow free cancellation booked date location close sagrada familia well one bus ride away barceloneta beach staff helpful 
0,car parking facility inadequately explained phone working two room room standard booked provided changed new room standard booked hour room service described brochure e nothing supermarket sandwich ordered delivered room broken desk drawer flaking paint plaster stairwell exception one member staff attitude advice staff unhelpful radio work one member staff actually helpful 
0,room location 
0,room available wouldnt allow cancel one day even booing already arranged 
0,sweage coming bathroom nothing 
0,breakfast dinner 
0,breakfast shower dirty little 
0,booked asked specifically quiet room needed good rest day work amsterdam given room first floor ice machine entrance mariott street night hell could sleep told friendly reception people told could better room higher floor expensive care room fresh cleaning approximative found long dark hair bathroom bad experience far expensive quality offered many non returning customer matter 
0,angry made post available via possible site use planing trip one make mistake booking place made booking via booking com stayed night hotel july upon arrival placed small room floor hotel turned room booked specially reserved level duplex room would big window high ceiling room ok mind broken window closed hello rain mini fridge contained sort bio weapon least guessed smell intimately asked change room explaining time booked duplex btw cost simple double got way volume due high ceiling offered room next day check next day clock order get room waned best way begin holiday wait till order check new room wonderful waist time room got wanted peaceful internal garden view big window tired waiting room placed belonging rushed city evening turned constant noise room guess made vibrating vent tube something constant annoying hell stop even making hard fall asleep wife audio recording attach want send via e mail next day technician came able determine cause disturbing sound offered change room hotel fully booked room left one smaller seems newer park outside hotel beautiful 
0,many thing standard star hotel 
0,hotel run old dirty poor comfort level room position hotel good 
0,extra charge room decoration parking fee noisy ferry nearby 
0,room supposed one best room smelled musty furniture old uncomfortable carpet dirty frayed ripped place shower black mould ingrained dirt tile sealant grout roller blind dead fly embedded restaurant room service non existent hairdyer work tried upload picture site upload working properly could upload one picture nothing 
0,running water hotel room poor view small window advertised superior room garden view see photo attached poor bar menu choice poor breakfast choice juice etc clearly view metal bucket filled ice top bar cleanliness comfy bed 
0,dirty tired breakfast good 
0,breakfast worst world day per couple heating working london february imagine talk people day getting heater last night unacceptable hotel state would jumped solution believe ad location location 
0,nothing nothing 
0,poor food wake call paper delivered spa facility free hotel guest overall felt service star quality star 
0,star star best arrival front desk girl efficient kept asking ride vienna bell boy kept asking thing u elevator real strange initially given bad room floor room smelled like strong chemical point one could breath inside changed right away already bad start bathroom poor amenity call reception get shower cap refill free minibar happening unless call poorly lit elevator although non smokinh hotel smoking bar right next elevator free internet mean one device per room relatively low speed complained manager duty dorothy short commings stay able offer compensation later check asked even pay euro high speed internet paying euro per room per night hotel cutting cost mean customer service really matter thinking refund provided quality promised going back recommending breakfast real good sense variety quality although dish cleaned properly coffee totally watery coffee machine working ask bring illy espresso coffee much better u list last day breakfast hotel good location others area 
0,customer service food everything else nothing 
0,poor experience hotel taken hilton group day point present management several discussion phone call e mail money back location 
0,expensive room value 
0,tv work room decor tired shower head lower head height hotel charged credit card extra case room service asked ok give permission insult even refunded money since checking hour later take people money without asking location 
0,rated hotel feel like one best room basic location far way 
0,disappointed hotel walked large lobby smelt dreadful looked really run since last stay massive cue check told needed passport check receptionist english dreadful room run bathroom need total refit unfortunately fire alarm hotel evacuated elderly spanish woman floor panicked scared helped stair stayed staff helped concerned left staff would got great location oxford circus close paddington station 
0,shocked given star contacting feed back room smaller servant quarter state home atic curtian ripped hole also draw closed fit receiption staff told fix change morning heard talk house keeping returned home evening still done hindge cupboard broken dust celing fan could sit toilet sink blocking knee swimming pool needed desprate repair sauna door close properly causing heat escape cement needed stair pool grouting needed new paint saw picture advertising hotel heaverly photo shopped therefor making hotel site diseving limited drink bar cocktail available beer sprit soft drink wine staff show concern customer service really exist hindge fixed complaining picked room available television inch width air com work door belcony open locked good job fire booking com filter showed hotel parking however disabled parking say receiption get u space hard stand every language spoken fluent english opion even speak partner language really would recommend hotel better place london round cornor write trip adviser bed comfortable range food breakfast 
0,everything breakfast low quality bed slept thin could feel spring ac least year old blowing unfiltered air dusty hotel show age staff clearly dough nothing 
0,double bed booked one give room single pushed together double quilt bed terrible pillow would never stay absolutely awful heard many people complaining unreal nothing hotel even give u double quilt paying pound room 
